"Tarih","Şimdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"11.12.2021","49.314,5","47.138,4","49.487,0","46.834,0","45,23K","4,62%"
"10.12.2021","47.137,2","47.591,7","49.974,8","47.007,1","68,06K","-0,97%"
"09.12.2021","47.596,6","50.477,6","50.790,2","47.341,9","58,69K","-5,70%"
"08.12.2021","50.473,9","50.596,6","51.204,7","48.700,7","55,59K","-0,24%"
"07.12.2021","50.595,2","50.547,4","51.918,6","50.070,9","56,29K","0,07%"
"06.12.2021","50.562,1","49.412,1","50.913,3","47.237,9","89,68K","2,34%"
"05.12.2021","49.405,5","49.196,4","49.689,3","47.797,8","72,03K","0,43%"
"04.12.2021","49.195,2","53.620,7","53.847,2","42.587,8","168,00K","-8,27%"
"03.12.2021","53.631,5","56.495,2","57.543,6","52.008,9","89,20K","-5,07%"
"02.12.2021","56.496,0","57.207,8","57.377,5","55.807,9","54,94K","-1,25%"
"01.12.2021","57.210,3","56.891,7","59.064,3","56.496,5","66,75K","0,58%"
"30.11.2021","56.882,9","57.795,2","59.174,4","55.936,9","73,66K","-1,58%"
"29.11.2021","57.794,8","57.288,1","58.855,2","56.726,7","58,65K","0,88%"
"28.11.2021","57.291,5","54.758,0","57.392,3","53.448,3","49,28K","4,61%"
"27.11.2021","54.765,9","53.747,2","55.280,3","53.654,3","40,71K","1,93%"
"26.11.2021","53.730,9","58.937,3","59.151,1","53.533,5","104,03K","-8,83%"
"25.11.2021","58.935,1","57.167,1","59.387,3","57.029,8","56,79K","3,08%"
"24.11.2021","57.171,7","57.559,4","57.697,4","55.910,6","56,68K","-0,70%"
"23.11.2021","57.573,2","56.304,8","57.855,1","55.542,5","72,48K","2,25%"
"22.11.2021","56.308,8","58.719,7","59.288,3","55.656,8","76,45K","-4,10%"
"21.11.2021","58.714,3","59.724,0","60.002,6","58.528,3","40,98K","-1,68%"
"20.11.2021","59.717,6","58.080,8","59.854,6","57.435,3","44,53K","2,81%"
"19.11.2021","58.083,4","56.908,3","58.335,9","55.626,3","74,44K","1,98%"
"18.11.2021","56.955,3","60.368,2","60.936,9","56.524,4","100,37K","-5,65%"
"17.11.2021","60.367,8","60.074,2","60.814,5","58.531,9","73,93K","0,46%"
"16.11.2021","60.089,1","63.605,1","63.605,6","58.655,9","115,36K","-5,52%"
"15.11.2021","63.597,9","65.514,9","66.311,2","63.439,5","53,53K","-2,92%"
