"Date","Price","Open","High","Low","Vol.","Change %"
"09/08/2017","4.5030","4.4580","4.5237","4.4544","","0.96%"
"09/07/2017","4.4602","4.4703","4.4848","4.4532","","-0.18%"
"09/06/2017","4.4681","4.4778","4.5005","4.4607","","-0.27%"
"09/05/2017","4.4801","4.4421","4.4889","4.4245","","0.86%"
"09/04/2017","4.4417","4.4404","4.4550","4.4275","","0.04%"
"09/01/2017","4.4399","4.4646","4.4725","4.4227","","-0.55%"
"08/31/2017","4.4645","4.4567","4.4708","4.4404","","0.07%"
"08/30/2017","4.4614","4.4523","4.4714","4.4380","","0.19%"
"08/29/2017","4.4528","4.4535","4.4774","4.4413","","-0.03%"
"08/28/2017","4.4541","4.4426","4.4608","4.4307","","0.49%"
"08/25/2017","4.4322","4.4593","4.4711","4.4196","","-0.61%"
"08/24/2017","4.4592","4.4511","4.4699","4.4428","","0.14%"
"08/23/2017","4.4528","4.4804","4.4936","4.4464","","-0.64%"
"08/22/2017","4.4813","4.5081","4.5149","4.4726","","-0.64%"
"08/21/2017","4.5102","4.5200","4.5363","4.4994","","-0.45%"
"08/18/2017","4.5305","4.5369","4.5618","4.5075","","-0.13%"
"08/17/2017","4.5366","4.5309","4.5476","4.5236","","0.09%"
"08/16/2017","4.5323","4.5518","4.5603","4.5253","","-0.38%"
"08/15/2017","4.5498","4.5709","4.5781","4.5370","","-0.46%"
"08/14/2017","4.5710","4.5994","4.6032","4.5614","","-0.68%"
"08/11/2017","4.6022","4.5958","4.6153","4.5761","","0.15%"
"08/10/2017","4.5955","4.5991","4.6096","4.5752","","-0.11%"
"08/09/2017","4.6006","4.5898","4.6177","4.5782","","0.22%"
"08/08/2017","4.5907","4.6005","4.6097","4.5682","","-0.21%"
"08/07/2017","4.6002","4.6009","4.6188","4.5858","","0.02%"
"08/04/2017","4.5992","4.6495","4.6572","4.5935","","-1.11%"
"08/03/2017","4.6507","4.6663","4.7036","4.6311","","-0.38%"
"08/02/2017","4.6684","4.6574","4.6856","4.6508","","0.24%"
"08/01/2017","4.6570","4.6513","4.6668","4.6369","","0.13%"
"07/31/2017","4.6508","4.6338","4.6585","4.6063","","0.36%"
"07/28/2017","4.6342","4.6193","4.6410","4.6043","","0.30%"
"07/27/2017","4.6203","4.6420","4.6489","4.6082","","-0.45%"
"07/26/2017","4.6413","4.6534","4.6611","4.6203","","-0.21%"
"07/25/2017","4.6513","4.6350","4.6665","4.6235","","0.37%"
"07/24/2017","4.6341","4.5992","4.6559","4.5857","","0.84%"
"07/21/2017","4.5957","4.5750","4.6052","4.5645","","0.46%"
"07/20/2017","4.5747","4.5860","4.6037","4.5617","","-0.22%"
"07/19/2017","4.5850","4.5927","4.6124","4.5714","","-0.20%"
"07/18/2017","4.5941","4.6072","4.6418","4.5812","","-0.26%"
"07/17/2017","4.6063","4.6307","4.6448","4.6005","","-0.58%"
"07/14/2017","4.6334","4.6117","4.6425","4.5898","","0.42%"
"07/13/2017","4.6139","4.5964","4.6304","4.5903","","0.38%"
"07/12/2017","4.5964","4.6432","4.6528","4.5915","","-1.01%"
"07/11/2017","4.6433","4.6498","4.7032","4.6383","","-0.10%"
"07/10/2017","4.6479","4.6617","4.6726","4.6295","","-0.36%"
"07/07/2017","4.6646","4.6948","4.7270","4.6515","","-0.69%"
"07/06/2017","4.6971","4.6659","4.7204","4.6590","","0.70%"
"07/05/2017","4.6645","4.5975","4.6748","4.5850","","1.43%"
"07/04/2017","4.5987","4.6022","4.6139","4.5816","","-0.07%"
"07/03/2017","4.6018","4.5811","4.6139","4.5614","","0.32%"
"06/30/2017","4.5871","4.5850","4.5995","4.5452","","0.00%"
"06/29/2017","4.5871","4.5414","4.6029","4.5325","","1.02%"
"06/28/2017","4.5407","4.5190","4.5719","4.4959","","0.47%"
"06/27/2017","4.5193","4.4541","4.5302","4.4417","","1.48%"
"06/26/2017","4.4534","4.4657","4.4730","4.4417","","-0.20%"
"06/23/2017","4.4625","4.4497","4.4776","4.4455","","0.31%"
"06/22/2017","4.4485","4.4737","4.4790","4.4394","","-0.58%"
"06/21/2017","4.4743","4.4763","4.4909","4.4517","","-0.06%"
"06/20/2017","4.4768","4.4863","4.4970","4.4542","","-0.23%"
"06/19/2017","4.4871","4.4776","4.5005","4.4507","","0.26%"
"06/16/2017","4.4753","4.4807","4.5115","4.4670","","-0.12%"
"06/15/2017","4.4809","4.4473","4.4988","4.4360","","0.75%"
"06/14/2017","4.4477","4.4881","4.5080","4.4409","","-0.92%"
"06/13/2017","4.4892","4.4516","4.4950","4.4401","","0.87%"
"06/12/2017","4.4505","4.5021","4.5172","4.4438","","-1.28%"
"06/09/2017","4.5083","4.5670","4.5694","4.4558","","-1.25%"
"06/08/2017","4.5652","4.6012","4.6108","4.5490","","-0.78%"
"06/07/2017","4.6010","4.5385","4.6030","4.5236","","1.38%"
"06/06/2017","4.5383","4.5473","4.5821","4.5233","","-0.19%"
"06/05/2017","4.5468","4.5143","4.5708","4.4952","","0.53%"
"06/02/2017","4.5229","4.5418","4.5569","4.5110","","-0.38%"
"06/01/2017","4.5402","4.5432","4.5671","4.5251","","-0.15%"
"05/31/2017","4.5470","4.5620","4.5710","4.5160","","-0.36%"
"05/30/2017","4.5636","4.5900","4.6035","4.5428","","-0.65%"
"05/29/2017","4.5934","4.5856","4.6054","4.5773","","0.28%"
"05/26/2017","4.5808","4.6163","4.6186","4.5639","","-0.75%"
"05/25/2017","4.6154","4.6174","4.6348","4.6049","","-0.08%"
"05/24/2017","4.6193","4.6259","4.6456","4.6006","","-0.19%"
"05/23/2017","4.6281","4.6292","4.6523","4.6105","","0.07%"
"05/22/2017","4.6247","4.6590","4.6805","4.6159","","-0.77%"
"05/19/2017","4.6605","4.6899","4.7050","4.6461","","-0.60%"
"05/18/2017","4.6887","4.6274","4.7474","4.6241","","1.32%"
"05/17/2017","4.6278","4.5731","4.6341","4.5670","","1.23%"
"05/16/2017","4.5717","4.5758","4.5963","4.5649","","-0.07%"
"05/15/2017","4.5750","4.6018","4.6112","4.5703","","-0.64%"
"05/12/2017","4.6043","4.6078","4.6307","4.5892","","-0.08%"
"05/11/2017","4.6078","4.6428","4.6459","4.5985","","-0.72%"
"05/10/2017","4.6414","4.6872","4.6992","4.6276","","-0.98%"
"05/09/2017","4.6875","4.6396","4.6913","4.6338","","1.04%"
"05/08/2017","4.6391","4.6012","4.6503","4.5735","","0.84%"
"05/05/2017","4.6006","4.5922","4.6252","4.5845","","0.17%"
"05/04/2017","4.5929","4.5492","4.6029","4.5339","","0.98%"
"05/03/2017","4.5484","4.5636","4.5769","4.5422","","-0.34%"
"05/02/2017","4.5638","4.5800","4.5910","4.5418","","-0.36%"
"05/01/2017","4.5804","4.6011","4.6032","4.5775","","-0.42%"
"04/28/2017","4.5995","4.5966","4.6176","4.5755","","0.09%"
"04/27/2017","4.5954","4.5970","4.6051","4.5769","","-0.02%"
"04/26/2017","4.5964","4.5964","4.6166","4.5634","","-0.01%"
"04/25/2017","4.5967","4.5701","4.6229","4.5597","","0.56%"
"04/24/2017","4.5713","4.6775","4.6822","4.5637","","-1.99%"
"04/21/2017","4.6640","4.6642","4.6838","4.6470","","-0.05%"
"04/20/2017","4.6662","4.6940","4.7021","4.6400","","-0.59%"
"04/19/2017","4.6937","4.7000","4.7178","4.6849","","-0.13%"
"04/18/2017","4.6997","4.6509","4.7317","4.6180","","1.06%"
"04/17/2017","4.6502","4.5597","4.6715","4.5449","","-0.53%"
"04/14/2017","4.6748","4.5813","4.6829","4.5786","","2.07%"
"04/13/2017","4.5802","4.5754","4.6149","4.5688","","0.09%"
"04/12/2017","4.5761","4.6178","4.6263","4.5679","","-0.91%"
"04/11/2017","4.6180","4.6302","4.6441","4.6056","","-0.26%"
"04/10/2017","4.6300","4.6169","4.6395","4.5992","","0.29%"
"04/07/2017","4.6168","4.6268","4.6696","4.6006","","-0.23%"
"04/06/2017","4.6276","4.6175","4.6600","4.6105","","0.22%"
"04/05/2017","4.6175","4.5762","4.6326","4.5586","","0.89%"
"04/04/2017","4.5769","4.5523","4.5896","4.5202","","0.56%"
"04/03/2017","4.5514","4.5590","4.5686","4.5341","","-0.27%"
"03/31/2017","4.5638","4.5528","4.5721","4.5190","","0.21%"
"03/30/2017","4.5541","4.5316","4.5557","4.5132","","0.46%"
"03/29/2017","4.5333","4.5550","4.5612","4.5113","","-0.47%"
"03/28/2017","4.5545","4.5428","4.5702","4.5235","","0.27%"
"03/27/2017","4.5421","4.5081","4.5657","4.4963","","0.85%"
"03/24/2017","4.5038","4.5508","4.5533","4.4927","","-1.04%"
"03/23/2017","4.5510","4.5178","4.5576","4.5022","","0.75%"
"03/22/2017","4.5172","4.5335","4.5435","4.4885","","-0.36%"
"03/21/2017","4.5333","4.4692","4.5439","4.4642","","1.45%"
"03/20/2017","4.4687","4.5053","4.5164","4.4654","","-0.79%"
"03/17/2017","4.5045","4.4809","4.5182","4.4463","","0.52%"
"03/16/2017","4.4812","4.5179","4.5337","4.4501","","-0.81%"
"03/15/2017","4.5178","4.5478","4.5866","4.5098","","-0.68%"
"03/14/2017","4.5487","4.5720","4.5762","4.5366","","-0.51%"
"03/13/2017","4.5721","4.5363","4.5894","4.5323","","0.71%"
"03/10/2017","4.5399","4.5933","4.5963","4.5267","","-1.15%"
"03/09/2017","4.5925","4.5580","4.6119","4.5435","","0.72%"
"03/08/2017","4.5598","4.4886","4.5645","4.4771","","1.54%"
"03/07/2017","4.4905","4.5430","4.5530","4.4752","","-1.17%"
"03/06/2017","4.5438","4.5541","4.5819","4.5371","","-0.20%"
"03/03/2017","4.5527","4.5739","4.5979","4.5393","","-0.43%"
"03/02/2017","4.5724","4.4931","4.5788","4.4763","","1.77%"
"03/01/2017","4.4930","4.5160","4.5248","4.4699","","-0.50%"
"02/28/2017","4.5154","4.4866","4.5229","4.4737","","0.61%"
"02/27/2017","4.4881","4.4975","4.5043","4.4403","","-0.20%"
"02/24/2017","4.4970","4.4817","4.5095","4.4733","","0.36%"
"02/23/2017","4.4810","4.4545","4.4831","4.4450","","0.52%"
"02/22/2017","4.4577","4.5160","4.5343","4.4544","","-1.27%"
"02/21/2017","4.5152","4.5154","4.5303","4.4884","","-0.03%"
"02/20/2017","4.5165","4.5036","4.5357","4.4902","","0.25%"
"02/17/2017","4.5053","4.5793","4.5941","4.5019","","-1.61%"
"02/16/2017","4.5789","4.5590","4.6136","4.5530","","0.41%"
"02/15/2017","4.5603","4.5525","4.5941","4.5284","","0.19%"
"02/14/2017","4.5518","4.5994","4.6040","4.5316","","-1.01%"
"02/13/2017","4.5984","4.6095","4.6307","4.5785","","-0.38%"
"02/10/2017","4.6160","4.6034","4.6242","4.5665","","0.29%"
"02/09/2017","4.6026","4.6636","4.6760","4.5969","","-1.31%"
"02/08/2017","4.6639","4.6860","4.6993","4.6307","","-0.45%"
"02/07/2017","4.6849","4.5918","4.6959","4.5746","","1.99%"
"02/06/2017","4.5937","4.6189","4.6308","4.5678","","-0.51%"
"02/03/2017","4.6174","4.6805","4.7040","4.6035","","-1.38%"
"02/02/2017","4.6818","4.7747","4.7871","4.6688","","-1.90%"
"02/01/2017","4.7724","4.7472","4.7896","4.7393","","0.55%"
"01/31/2017","4.7463","4.7209","4.7637","4.7060","","0.52%"
"01/30/2017","4.7219","4.8682","4.8853","4.7086","","-3.01%"
"01/27/2017","4.8682","4.8405","4.9048","4.8336","","0.56%"
"01/26/2017","4.8410","4.8429","4.9065","4.8125","","0.01%"
"01/25/2017","4.8407","4.7401","4.8514","4.7294","","2.19%"
"01/24/2017","4.7368","4.7088","4.7663","4.6532","","0.57%"
"01/23/2017","4.7100","4.6562","4.7185","4.6539","","1.08%"
"01/20/2017","4.6598","4.7242","4.7346","4.6500","","-1.35%"
"01/19/2017","4.7237","4.6536","4.7307","4.6498","","1.49%"
"01/18/2017","4.6543","4.6687","4.6749","4.6345","","-0.31%"
"01/17/2017","4.6687","4.5814","4.6871","4.5665","","1.86%"
"01/16/2017","4.5835","4.4904","4.6041","4.4618","","1.09%"
"01/13/2017","4.5340","4.5728","4.6743","4.5332","","-0.83%"
"01/12/2017","4.5718","4.7180","4.8089","4.5553","","-3.13%"
"01/11/2017","4.7196","4.6127","4.7729","4.6105","","2.31%"
"01/10/2017","4.6132","4.5168","4.6257","4.5033","","2.16%"
"01/09/2017","4.5158","4.4697","4.5540","4.4499","","0.84%"
"01/06/2017","4.4780","4.4609","4.4966","4.4534","","0.36%"
"01/05/2017","4.4618","4.4009","4.4902","4.3875","","1.39%"
"01/04/2017","4.4005","4.3979","4.4128","4.3749","","0.03%"
"01/03/2017","4.3991","4.3511","4.4298","4.3437","","1.11%"
"01/02/2017","4.3510","4.3548","4.3701","4.3435","","-0.04%"
"12/30/2016","4.3526","4.3201","4.3625","4.3075","","0.75%"
"12/29/2016","4.3202","4.3284","4.3441","4.2969","","-0.18%"
"12/28/2016","4.3278","4.3202","4.3468","4.3155","","0.16%"
"12/27/2016","4.3211","4.3132","4.3275","4.2972","","0.13%"
"12/26/2016","4.3155","4.3171","4.3270","4.3038","","-0.18%"
"12/23/2016","4.3232","4.3125","4.3263","4.2928","","0.24%"
"12/22/2016","4.3128","4.3341","4.3487","4.3040","","-0.51%"
"12/21/2016","4.3349","4.3638","4.3751","4.3262","","-0.61%"
"12/20/2016","4.3614","4.3811","4.3853","4.3218","","-0.45%"
"12/19/2016","4.3811","4.3811","4.3906","4.3273","","-0.03%"
"12/16/2016","4.3825","4.3643","4.3890","4.3345","","0.48%"
"12/15/2016","4.3614","4.4379","4.4431","4.3514","","-1.73%"
"12/14/2016","4.4382","4.4185","4.4479","4.3838","","0.47%"
"12/13/2016","4.4174","4.3983","4.4466","4.3792","","0.46%"
"12/12/2016","4.3971","4.3834","4.4740","4.3712","","0.27%"
"12/09/2016","4.3853","4.3325","4.4026","4.3006","","1.19%"
"12/08/2016","4.3338","4.2809","4.4125","4.2328","","1.25%"
"12/07/2016","4.2801","4.3685","4.3777","4.2585","","-2.02%"
"12/06/2016","4.3682","4.4839","4.5119","4.3556","","-2.63%"
"12/05/2016","4.4862","4.4801","4.5218","4.4483","","0.16%"
"12/02/2016","4.4791","4.4138","4.5241","4.3975","","1.54%"
"12/01/2016","4.4112","4.2989","4.4370","4.2916","","2.62%"
"11/30/2016","4.2984","4.2569","4.3037","4.2454","","0.96%"
"11/29/2016","4.2576","4.2391","4.2842","4.2283","","0.42%"
"11/28/2016","4.2396","4.3042","4.3136","4.2343","","-1.41%"
"11/25/2016","4.3003","4.2901","4.3277","4.2687","","0.23%"
"11/24/2016","4.2905","4.2229","4.3105","4.2053","","1.63%"
"11/23/2016","4.2218","4.2062","4.2491","4.1772","","0.40%"
"11/22/2016","4.2048","4.2007","4.2180","4.1714","","0.12%"
"11/21/2016","4.1998","4.1676","4.2105","4.1513","","0.79%"
"11/18/2016","4.1670","4.1858","4.2329","4.1360","","-0.43%"
"11/17/2016","4.1852","4.1326","4.1955","4.1132","","1.21%"
"11/16/2016","4.1351","4.1005","4.1501","4.0890","","0.88%"
"11/15/2016","4.0989","4.1087","4.1237","4.0582","","-0.26%"
"11/14/2016","4.1097","4.0893","4.1333","4.0716","","0.79%"
"11/13/2016","4.0773","4.0865","4.0914","4.0751","","-0.51%"
"11/11/2016","4.0983","4.0813","4.1509","4.0640","","0.41%"
"11/10/2016","4.0815","3.9813","4.0928","3.9699","","2.49%"
"11/09/2016","3.9822","3.9062","4.1059","3.9012","","1.98%"
"11/08/2016","3.9049","3.9274","3.9630","3.9007","","-0.58%"
"11/07/2016","3.9278","3.9496","3.9540","3.9001","","-0.23%"
"11/06/2016","3.9370","3.9247","3.9373","3.9247","","-0.38%"
"11/04/2016","3.9520","3.8772","3.9858","3.8735","","1.97%"
"11/03/2016","3.8755","3.8300","3.8867","3.8286","","1.16%"
"11/02/2016","3.8309","3.8101","3.8529","3.8075","","0.56%"
"11/01/2016","3.8095","3.7842","3.8263","3.7750","","0.56%"
"10/31/2016","3.7881","3.7802","3.8008","3.7647","","-0.29%"
"10/30/2016","3.7991","3.7935","3.7991","3.7892","","0.35%"
"10/28/2016","3.7858","3.7849","3.8087","3.7685","","-0.04%"
"10/27/2016","3.7872","3.7715","3.8098","3.7612","","0.37%"
"10/26/2016","3.7733","3.7406","3.7803","3.7303","","0.81%"
"10/25/2016","3.7431","3.7610","3.7794","3.7192","","-0.57%"
"10/24/2016","3.7647","3.7640","3.7769","3.7475","","-0.01%"
"10/23/2016","3.7652","3.7732","3.7742","3.7639","","-0.14%"
"10/21/2016","3.7704","3.7474","3.7801","3.7338","","0.57%"
"10/20/2016","3.7492","3.7587","3.7757","3.7290","","-0.34%"
"10/19/2016","3.7619","3.8029","3.8123","3.7479","","-1.17%"
"10/18/2016","3.8063","3.7694","3.8266","3.7645","","0.91%"
"10/17/2016","3.7720","3.7630","3.7867","3.7449","","0.09%"
"10/16/2016","3.7685","3.7568","3.7688","3.7548","","0.05%"
"10/14/2016","3.7665","3.7810","3.7880","3.7467","","-0.40%"
"10/13/2016","3.7816","3.7641","3.7894","3.7492","","0.40%"
"10/12/2016","3.7664","3.7351","3.7991","3.7294","","0.74%"
"10/11/2016","3.7386","3.7958","3.8033","3.7288","","-1.55%"
"10/10/2016","3.7976","3.7902","3.8244","3.7605","","0.13%"
"10/09/2016","3.7926","3.7860","3.7959","3.7839","","-0.03%"
"10/07/2016","3.7936","3.8330","3.8418","3.5986","","-1.06%"
"10/06/2016","3.8342","3.8877","3.8967","3.8279","","-1.44%"
"10/05/2016","3.8903","3.8898","3.9067","3.8733","","-0.04%"
"10/04/2016","3.8920","3.8752","3.9077","3.8594","","0.39%"
"10/03/2016","3.8770","3.8792","3.8906","3.8500","","-0.15%"
"10/02/2016","3.8828","3.8807","3.8862","3.8777","","-0.24%"
"09/30/2016","3.8920","3.8884","3.9075","3.8805","","0.04%"
"09/29/2016","3.8904","3.8766","3.9167","3.8727","","0.28%"
"09/28/2016","3.8794","3.8719","3.8866","3.8622","","0.15%"
"09/27/2016","3.8735","3.8660","3.8797","3.8432","","0.14%"
"09/26/2016","3.8680","3.8415","3.8884","3.8392","","-0.33%"
"09/25/2016","3.8808","3.8860","3.8862","3.8749","","0.81%"
"09/23/2016","3.8495","3.8461","3.8542","3.8098","","-0.02%"
"09/22/2016","3.8502","3.8495","3.8654","3.8413","","0.02%"
"09/21/2016","3.8496","3.8669","3.8742","3.8421","","-0.48%"
"09/20/2016","3.8681","3.8757","3.8879","3.8456","","-0.28%"
"09/19/2016","3.8789","3.8668","3.9001","3.8660","","0.03%"
"09/18/2016","3.8776","3.8746","3.8834","3.8746","","0.05%"
"09/16/2016","3.8756","3.9278","3.9366","3.8673","","-1.38%"
"09/15/2016","3.9299","3.9407","3.9566","3.9135","","-0.34%"
"09/14/2016","3.9432","3.9356","3.9463","3.9136","","0.13%"
"09/13/2016","3.9381","3.9552","3.9741","3.9248","","-0.51%"
"09/12/2016","3.9581","3.9385","3.9733","3.9306","","0.44%"
"09/11/2016","3.9406","3.9449","3.9480","3.9308","","0.24%"
"09/09/2016","3.9310","3.9208","3.9596","3.9188","","0.17%"
"09/08/2016","3.9242","3.9158","3.9337","3.9045","","0.17%"
"09/07/2016","3.9175","3.9256","3.9351","3.9051","","-0.26%"
"09/06/2016","3.9276","3.9165","3.9432","3.9128","","0.22%"
"09/05/2016","3.9191","3.9214","3.9456","3.9111","","-0.12%"
"09/04/2016","3.9240","3.9259","3.9293","3.9231","","0.04%"
"09/02/2016","3.9226","3.9266","3.9463","3.9134","","-0.16%"
"09/01/2016","3.9289","3.8849","3.9482","3.8784","","1.10%"
"08/31/2016","3.8862","3.8744","3.8921","3.8653","","0.26%"
"08/30/2016","3.8763","3.8665","3.8880","3.8531","","0.26%"
"08/29/2016","3.8663","3.8766","3.8821","3.8546","","-0.33%"
"08/28/2016","3.8790","3.8736","3.8822","3.8732","","-0.03%"
"08/26/2016","3.8801","3.8682","3.8906","3.8587","","0.24%"
"08/25/2016","3.8708","3.9042","3.9139","3.8596","","-0.90%"
"08/24/2016","3.9060","3.8960","3.9170","3.8821","","0.21%"
"08/23/2016","3.8977","3.8620","3.8989","3.8547","","0.84%"
"08/22/2016","3.8654","3.8238","3.8719","3.8180","","0.88%"
"08/21/2016","3.8316","3.8266","3.8345","3.8249","","0.04%"
"08/19/2016","3.8302","3.8520","3.8670","3.8190","","-0.64%"
"08/18/2016","3.8547","3.8083","3.8619","3.7995","","1.14%"
"08/17/2016","3.8113","3.8199","3.8327","3.8022","","-0.27%"
"08/16/2016","3.8218","3.7854","3.8260","3.7751","","0.90%"
"08/15/2016","3.7876","3.8213","3.8306","3.7807","","-0.89%"
"08/14/2016","3.8217","3.8231","3.8239","3.8183","","-0.07%"
"08/12/2016","3.8245","3.8299","3.8472","3.8084","","-0.17%"
"08/11/2016","3.8312","3.8456","3.8584","3.8212","","-0.44%"
"08/10/2016","3.8481","3.8570","3.8815","3.8381","","-0.29%"
"08/09/2016","3.8594","3.8879","3.8948","3.8489","","-0.83%"
"08/08/2016","3.8916","3.9143","3.9298","3.8830","","-0.74%"
"08/07/2016","3.9206","3.9370","3.9385","3.9178","","0.02%"
"08/05/2016","3.9200","3.9441","3.9570","3.9099","","-0.68%"
"08/04/2016","3.9468","4.0135","4.0393","3.9394","","-1.75%"
"08/03/2016","4.0170","3.9938","4.0328","3.9796","","0.53%"
"08/02/2016","3.9959","3.9397","4.0036","3.9326","","1.40%"
"08/01/2016","3.9407","3.9607","3.9663","3.9167","","-0.17%"
"07/31/2016","3.9476","3.9554","3.9594","3.9427","","-0.12%"
"07/29/2016","3.9523","3.9645","3.9902","3.9448","","-0.35%"
"07/28/2016","3.9661","3.9888","3.9972","3.9521","","-0.62%"
"07/27/2016","3.9910","3.9975","4.0080","3.9671","","-0.20%"
"07/26/2016","3.9989","3.9877","4.0106","3.9505","","0.20%"
"07/25/2016","3.9908","4.0152","4.0444","3.9579","","-0.61%"
"07/24/2016","4.0154","4.0404","4.0413","4.0142","","-0.07%"
"07/22/2016","4.0183","4.0614","4.0830","3.9798","","-1.11%"
"07/21/2016","4.0635","4.0792","4.1007","4.0319","","-0.45%"
"07/20/2016","4.0817","3.9887","4.0860","3.9436","","2.24%"
"07/19/2016","3.9923","3.9460","4.0084","3.9031","","1.14%"
"07/18/2016","3.9474","3.9749","4.0076","3.8627","","0.57%"
"07/17/2016","3.9249","3.9236","3.9317","3.9042","","-1.48%"
"07/15/2016","3.9838","3.8371","4.0188","3.8001","","3.74%"
"07/14/2016","3.8403","3.8087","3.9036","3.7954","","0.73%"
"07/13/2016","3.8123","3.8190","3.8598","3.8036","","-0.29%"
"07/12/2016","3.8232","3.7714","3.8399","3.7639","","1.30%"
"07/11/2016","3.7741","3.7439","3.7803","3.7258","","0.70%"
"07/10/2016","3.7479","3.7437","3.7519","3.7388","","0.05%"
"07/08/2016","3.7459","3.7891","3.8097","3.7321","","-1.19%"
"07/07/2016","3.7912","3.7961","3.8243","3.7764","","-0.18%"
"07/06/2016","3.7980","3.8121","3.8334","3.7543","","-0.44%"
"07/05/2016","3.8148","3.8613","3.8658","3.8076","","-1.26%"
"07/04/2016","3.8634","3.8440","3.8778","3.8238","","0.19%"
"07/03/2016","3.8561","3.8478","3.8590","3.8458","","0.20%"
"07/01/2016","3.8485","3.8281","3.8563","3.8109","","0.47%"
"06/30/2016","3.8306","3.8783","3.9027","3.8000","","-1.25%"
"06/29/2016","3.8790","3.8730","3.9202","3.8438","","0.11%"
"06/28/2016","3.8749","3.8848","3.9172","3.8442","","-0.39%"
"06/27/2016","3.8902","3.9692","3.9726","3.8536","","-1.62%"
"06/26/2016","3.9543","3.9478","3.9700","3.9335","","-1.32%"
"06/24/2016","4.0072","4.2396","4.2973","3.9205","","-5.66%"
"06/23/2016","4.2476","4.2506","4.2970","4.2128","","-0.19%"
"06/22/2016","4.2557","4.2592","4.2843","4.2279","","-0.15%"
"06/21/2016","4.2622","4.2671","4.2874","4.2402","","-0.23%"
"06/20/2016","4.2719","4.2033","4.2831","4.2033","","0.57%"
"06/19/2016","4.2477","4.2248","4.2536","4.2156","","1.07%"
"06/17/2016","4.2026","4.1583","4.2117","4.1572","","0.96%"
"06/16/2016","4.1628","4.1498","4.1810","4.1301","","0.19%"
"06/15/2016","4.1551","4.1410","4.1714","4.1250","","0.20%"
"06/14/2016","4.1467","4.1620","4.1655","4.1224","","-0.48%"
"06/13/2016","4.1669","4.1670","4.1830","4.1216","","0.18%"
"06/12/2016","4.1595","4.1829","4.1840","4.1486","","-0.40%"
"06/10/2016","4.1763","4.1785","4.2200","4.1468","","-0.12%"
"06/09/2016","4.1815","4.1925","4.2043","4.1726","","-0.34%"
"06/08/2016","4.1956","4.2087","4.2235","4.1863","","-0.42%"
"06/07/2016","4.2135","4.1896","4.2581","4.1873","","0.47%"
"06/06/2016","4.1936","4.2107","4.2180","4.1634","","0.20%"
"06/05/2016","4.1852","4.2108","4.2113","4.1756","","-0.70%"
"06/03/2016","4.2149","4.2490","4.2630","4.2043","","-0.90%"
"06/02/2016","4.2530","4.2369","4.2706","4.2307","","0.29%"
"06/01/2016","4.2409","4.2678","4.2816","4.2236","","-0.69%"
"05/31/2016","4.2702","4.3233","4.3473","4.2644","","-1.32%"
"05/30/2016","4.3272","4.3155","4.3430","4.3038","","-0.09%"
"05/29/2016","4.3309","4.3136","4.3326","4.3136","","0.13%"
"05/27/2016","4.3254","4.3001","4.3328","4.2967","","0.47%"
"05/26/2016","4.3053","4.3131","4.3455","4.2892","","-0.25%"
"05/25/2016","4.3159","4.3053","4.3423","4.2799","","0.15%"
"05/24/2016","4.3095","4.3355","4.3851","4.2903","","-0.67%"
"05/23/2016","4.3384","4.3149","4.3476","4.3081","","0.53%"
"05/22/2016","4.3155","4.3248","4.3277","4.3147","","0.00%"
"05/20/2016","4.3157","4.3587","4.3705","4.3067","","-1.12%"
"05/19/2016","4.3646","4.3633","4.3950","4.3472","","-0.02%"
"05/18/2016","4.3654","4.2835","4.3697","4.2787","","1.84%"
"05/17/2016","4.2866","4.2838","4.3083","4.2714","","0.00%"
"05/16/2016","4.2867","4.2553","4.2930","4.2489","","0.47%"
"05/15/2016","4.2666","4.2700","4.2704","4.2660","","0.01%"
"05/13/2016","4.2661","4.2762","4.2829","4.2489","","-0.34%"
"05/12/2016","4.2805","4.2671","4.2940","4.2430","","0.27%"
"05/11/2016","4.2691","4.2620","4.2938","4.2480","","0.14%"
"05/10/2016","4.2632","4.2395","4.2696","4.2244","","0.48%"
"05/09/2016","4.2428","4.2221","4.2481","4.1917","","0.47%"
"05/08/2016","4.2230","4.2191","4.2301","4.2180","","-0.03%"
"05/06/2016","4.2242","4.2321","4.2534","4.2038","","-0.28%"
"05/05/2016","4.2359","4.2898","4.2954","4.1943","","-1.34%"
"05/04/2016","4.2933","4.1384","4.3186","4.1306","","3.69%"
"05/03/2016","4.1406","4.1129","4.1507","4.1038","","0.61%"
"05/02/2016","4.1153","4.0825","4.1212","4.0669","","0.84%"
"05/01/2016","4.0812","4.0770","4.0858","4.0740","","-0.10%"
"04/29/2016","4.0852","4.1073","4.1220","4.0719","","-0.60%"
"04/28/2016","4.1097","4.0959","4.1236","4.0857","","0.25%"
"04/27/2016","4.0996","4.1105","4.1272","4.0879","","-0.33%"
"04/26/2016","4.1133","4.1169","4.1402","4.1006","","-0.13%"
"04/25/2016","4.1187","4.1045","4.1334","4.0948","","0.04%"
"04/24/2016","4.1169","4.1254","4.1293","4.1151","","0.33%"
"04/22/2016","4.1032","4.0553","4.1128","4.0475","","1.12%"
"04/21/2016","4.0579","4.0284","4.0723","4.0241","","0.60%"
"04/20/2016","4.0335","4.0729","4.0877","4.0262","","-1.02%"
